timestamp,buyer,seller,symbol,currency,price,quantity
290400,,,TOMATOES,XIRECS,4990,3
291700,,,TOMATOES,XIRECS,4978,5
294500,,,EMERALDS,XIRECS,10008,4
296100,,,TOMATOES,XIRECS,4979,5
296700,,,TOMATOES,XIRECS,4994,5
297400,,,EMERALDS,XIRECS,9992,7
298900,,,EMERALDS,XIRECS,9992,7
300000,,,EMERALDS,XIRECS,10008,5
300100,,,TOMATOES,XIRECS,4994,2
301000,,,TOMATOES,XIRECS,4992,4
305700,,,TOMATOES,XIRECS,4990,4
307900,,,TOMATOES,XIRECS,4974,2
308200,,,TOMATOES,XIRECS,4973,3
309300,,,EMERALDS,XIRECS,10008,4
312600,,,TOMATOES,XIRECS,4976,3
314200,,,TOMATOES,XIRECS,4988,3
314400,,,EMERALDS,XIRECS,9992,8
315900,,,EMERALDS,XIRECS,9992,8
316000,,,TOMATOES,XIRECS,4973,3
316400,,,TOMATOES,XIRECS,4974,3
318400,,,TOMATOES,XIRECS,4991,4
323700,,,TOMATOES,XIRECS,4991,5
325600,,,TOMATOES,XIRECS,4978,2
326400,,,TOMATOES,XIRECS,4993,3
326800,,,TOMATOES,XIRECS,4979,3
326900,,,TOMATOES,XIRECS,4993,2
327400,,,EMERALDS,XIRECS,9992,4
328200,,,TOMATOES,XIRECS,4994,2
328900,,,TOMATOES,XIRECS,4980,5
329400,,,TOMATOES,XIRECS,4980,5
330300,,,TOMATOES,XIRECS,4981,4
331300,,,TOMATOES,XIRECS,4993,5
331400,,,TOMATOES,XIRECS,4992,3
331600,,,TOMATOES,XIRECS,4991,4
333000,,,TOMATOES,XIRECS,4979,2
335500,,,EMERALDS,XIRECS,10000,3
336100,,,EMERALDS,XIRECS,10008,8
339400,,,TOMATOES,XIRECS,4994,3
343200,,,TOMATOES,XIRECS,4985,4
351500,,,TOMATOES,XIRECS,5000,5
353400,,,TOMATOES,XIRECS,5002,2
353600,,,TOMATOES,XIRECS,4996,2
356500,,,EMERALDS,XIRECS,10008,8
360100,,,EMERALDS,XIRECS,9992,5
360700,,,TOMATOES,XIRECS,5007,4
364000,,,TOMATOES,XIRECS,4990,3
366100,,,TOMATOES,XIRECS,4999,2
366200,,,TOMATOES,XIRECS,5007,4
368200,,,TOMATOES,XIRECS,5005,4
368300,,,TOMATOES,XIRECS,5004,4
368900,,,TOMATOES,XIRECS,4988,4
369300,,,EMERALDS,XIRECS,9992,4
370700,,,TOMATOES,XIRECS,4989,2
374500,,,TOMATOES,XIRECS,5000,2
375500,,,TOMATOES,XIRECS,5000,4
380300,,,TOMATOES,XIRECS,5000,3
383000,,,TOMATOES,XIRECS,4999,4
383600,,,EMERALDS,XIRECS,10008,5
384400,,,TOMATOES,XIRECS,4989,5
385100,,,EMERALDS,XIRECS,10008,5
385300,,,TOMATOES,XIRECS,4991,4
388600,,,TOMATOES,XIRECS,4990,2
388900,,,TOMATOES,XIRECS,4996,5
390000,,,TOMATOES,XIRECS,5005,5
390100,,,TOMATOES,XIRECS,5006,5
390600,,,TOMATOES,XIRECS,5005,4
392300,,,EMERALDS,XIRECS,9992,5
392600,,,TOMATOES,XIRECS,5004,2
396700,,,EMERALDS,XIRECS,9992,4
398500,,,EMERALDS,XIRECS,10000,4
398600,,,TOMATOES,XIRECS,4986,2
400200,,,TOMATOES,XIRECS,4991,6
401400,,,TOMATOES,XIRECS,5000,3
402200,,,TOMATOES,XIRECS,4988,5
403300,,,EMERALDS,XIRECS,9992,6
404900,,,TOMATOES,XIRECS,4998,5
405200,,,TOMATOES,XIRECS,4983,5
407000,,,TOMATOES,XIRECS,4983,3
408400,,,TOMATOES,XIRECS,4983,4
408700,,,TOMATOES,XIRECS,4983,3
410300,,,TOMATOES,XIRECS,4981,3
412400,,,EMERALDS,XIRECS,9992,5
413800,,,TOMATOES,XIRECS,4982,5
414500,,,TOMATOES,XIRECS,4981,4
414600,,,TOMATOES,XIRECS,4980,2
415000,,,TOMATOES,XIRECS,4994,3
415300,,,TOMATOES,XIRECS,4982,5
415900,,,EMERALDS,XIRECS,10000,6
416000,,,EMERALDS,XIRECS,9992,7
416200,,,TOMATOES,XIRECS,4980,4
416500,,,EMERALDS,XIRECS,10008,5
417600,,,TOMATOES,XIRECS,4993,2
417700,,,TOMATOES,XIRECS,4993,2
418000,,,EMERALDS,XIRECS,9992,4
420000,,,TOMATOES,XIRECS,4996,4
421600,,,TOMATOES,XIRECS,4997,5
422000,,,TOMATOES,XIRECS,4998,5
422800,,,TOMATOES,XIRECS,4981,2
424700,,,EMERALDS,XIRECS,10008,6
426700,,,EMERALDS,XIRECS,9992,5
427100,,,TOMATOES,XIRECS,4985,3
431400,,,TOMATOES,XIRECS,4987,5
434400,,,EMERALDS,XIRECS,9992,8
438400,,,TOMATOES,XIRECS,5001,5
439100,,,EMERALDS,XIRECS,10008,5
439400,,,EMERALDS,XIRECS,9992,7
440400,,,TOMATOES,XIRECS,5000,4
442600,,,EMERALDS,XIRECS,9992,6
443900,,,TOMATOES,XIRECS,5003,4
446900,,,TOMATOES,XIRECS,4993,3
447400,,,EMERALDS,XIRECS,10000,4
447600,,,TOMATOES,XIRECS,5005,4
450300,,,EMERALDS,XIRECS,10008,6
450700,,,TOMATOES,XIRECS,5007,4
453700,,,EMERALDS,XIRECS,10008,5
453800,,,EMERALDS,XIRECS,9992,5
453900,,,TOMATOES,XIRECS,4997,3
454000,,,TOMATOES,XIRECS,4997,4
455400,,,EMERALDS,XIRECS,10008,6
456500,,,TOMATOES,XIRECS,4994,2
457400,,,TOMATOES,XIRECS,4996,5
457700,,,TOMATOES,XIRECS,5009,4
458200,,,EMERALDS,XIRECS,9992,6
459800,,,EMERALDS,XIRECS,10008,4
460700,,,EMERALDS,XIRECS,9992,7
463900,,,EMERALDS,XIRECS,10008,8
465000,,,TOMATOES,XIRECS,5002,5
467200,,,EMERALDS,XIRECS,9992,6
471900,,,EMERALDS,XIRECS,9992,7
472800,,,EMERALDS,XIRECS,10008,7
479200,,,EMERALDS,XIRECS,10008,3
479600,,,EMERALDS,XIRECS,10008,7
481500,,,TOMATOES,XIRECS,4992,2
483900,,,EMERALDS,XIRECS,10008,6
484200,,,EMERALDS,XIRECS,10008,5
487200,,,TOMATOES,XIRECS,4976,5
490300,,,TOMATOES,XIRECS,4972,4
493100,,,TOMATOES,XIRECS,4973,3
493900,,,EMERALDS,XIRECS,9992,6
495500,,,TOMATOES,XIRECS,4974,5
495700,,,TOMATOES,XIRECS,4978,4
498300,,,TOMATOES,XIRECS,4972,4
498400,,,TOMATOES,XIRECS,4986,5
500100,,,TOMATOES,XIRECS,4971,3
501700,,,TOMATOES,XIRECS,4970,4
501900,,,TOMATOES,XIRECS,4970,2
506500,,,EMERALDS,XIRECS,10008,6
508700,,,TOMATOES,XIRECS,4969,5
509300,,,TOMATOES,XIRECS,4982,2
509600,,,EMERALDS,XIRECS,9992,3
512300,,,EMERALDS,XIRECS,9992,7
513500,,,EMERALDS,XIRECS,9992,7
516200,,,TOMATOES,XIRECS,4965,4
516500,,,EMERALDS,XIRECS,10008,6
520100,,,TOMATOES,XIRECS,4981,3
520300,,,TOMATOES,XIRECS,4967,2
524900,,,EMERALDS,XIRECS,9992,5
525500,,,TOMATOES,XIRECS,4974,4
526400,,,TOMATOES,XIRECS,4987,2
532400,,,TOMATOES,XIRECS,4986,5
533600,,,EMERALDS,XIRECS,9992,7
534800,,,TOMATOES,XIRECS,4976,5
536100,,,TOMATOES,XIRECS,4975,4
536900,,,TOMATOES,XIRECS,4988,2
537800,,,TOMATOES,XIRECS,4975,5
538500,,,TOMATOES,XIRECS,4989,4
544100,,,TOMATOES,XIRECS,4970,3
546900,,,TOMATOES,XIRECS,4965,2
547600,,,TOMATOES,XIRECS,4978,3
548300,,,TOMATOES,XIRECS,4964,3
551300,,,TOMATOES,XIRECS,4962,5
552000,,,TOMATOES,XIRECS,4963,2
554200,,,TOMATOES,XIRECS,4979,5
555400,,,EMERALDS,XIRECS,10008,4
555500,,,EMERALDS,XIRECS,10008,4
558100,,,TOMATOES,XIRECS,4965,4
559100,,,TOMATOES,XIRECS,4979,2
559200,,,EMERALDS,XIRECS,10008,7
561800,,,TOMATOES,XIRECS,4967,3
562700,,,TOMATOES,XIRECS,4969,4
567700,,,EMERALDS,XIRECS,9992,5
568900,,,EMERALDS,XIRECS,9992,5
572200,,,EMERALDS,XIRECS,10008,4
575500,,,TOMATOES,XIRECS,4966,5
575900,,,EMERALDS,XIRECS,10008,4
575900,,,TOMATOES,XIRECS,4967,5
576200,,,TOMATOES,XIRECS,4966,3
576500,,,TOMATOES,XIRECS,4967,2
577000,,,EMERALDS,XIRECS,9992,3
578200,,,EMERALDS,XIRECS,10008,3
579400,,,TOMATOES,XIRECS,4981,2
579500,,,EMERALDS,XIRECS,9992,5
583400,,,TOMATOES,XIRECS,4980,3
585600,,,EMERALDS,XIRECS,10008,4
586600,,,TOMATOES,XIRECS,4963,5
587300,,,TOMATOES,XIRECS,4961,2
591700,,,TOMATOES,XIRECS,4980,5
593900,,,TOMATOES,XIRECS,4964,3
595100,,,TOMATOES,XIRECS,4977,5
595600,,,TOMATOES,XIRECS,4977,3
597400,,,EMERALDS,XIRECS,10008,8
598500,,,EMERALDS,XIRECS,9992,3
600000,,,TOMATOES,XIRECS,4964,5
601100,,,TOMATOES,XIRECS,4977,3
601500,,,EMERALDS,XIRECS,10008,5
602900,,,TOMATOES,XIRECS,4967,5
604600,,,TOMATOES,XIRECS,4980,4
604800,,,TOMATOES,XIRECS,4966,4
608100,,,TOMATOES,XIRECS,4979,4
609700,,,EMERALDS,XIRECS,9992,6
610700,,,EMERALDS,XIRECS,10008,7
611600,,,TOMATOES,XIRECS,4978,4
613800,,,TOMATOES,XIRECS,4969,2
615400,,,TOMATOES,XIRECS,4966,5
617500,,,TOMATOES,XIRECS,4966,4
618400,,,TOMATOES,XIRECS,4967,3
618900,,,TOMATOES,XIRECS,4979,2
619800,,,TOMATOES,XIRECS,4968,4
620900,,,TOMATOES,XIRECS,4968,2
625500,,,TOMATOES,XIRECS,4980,2
626600,,,TOMATOES,XIRECS,4965,2
627300,,,TOMATOES,XIRECS,4979,2
629300,,,TOMATOES,XIRECS,4979,4
629400,,,TOMATOES,XIRECS,4979,3
629500,,,EMERALDS,XIRECS,10008,8
630500,,,TOMATOES,XIRECS,4967,3
631100,,,EMERALDS,XIRECS,9992,6
631600,,,EMERALDS,XIRECS,9992,4
632500,,,EMERALDS,XIRECS,10008,3
632700,,,TOMATOES,XIRECS,4977,3
635200,,,TOMATOES,XIRECS,4958,5
635600,,,EMERALDS,XIRECS,9992,4
636500,,,TOMATOES,XIRECS,4958,3
642300,,,EMERALDS,XIRECS,9992,3
643400,,,EMERALDS,XIRECS,10000,6
643700,,,TOMATOES,XIRECS,4969,2
644600,,,TOMATOES,XIRECS,4970,4
646200,,,EMERALDS,XIRECS,10008,8
648600,,,TOMATOES,XIRECS,4973,2
650800,,,EMERALDS,XIRECS,9992,6
653400,,,TOMATOES,XIRECS,4980,3
655000,,,TOMATOES,XIRECS,4975,4
655500,,,TOMATOES,XIRECS,4973,5
657600,,,TOMATOES,XIRECS,4961,5
659700,,,TOMATOES,XIRECS,4960,2
662200,,,EMERALDS,XIRECS,9992,8
662700,,,EMERALDS,XIRECS,10008,6
664100,,,EMERALDS,XIRECS,10008,6
664800,,,TOMATOES,XIRECS,4964,3
665500,,,TOMATOES,XIRECS,4974,3
667000,,,EMERALDS,XIRECS,9992,4
667200,,,TOMATOES,XIRECS,4974,4
669400,,,TOMATOES,XIRECS,4975,2
672000,,,EMERALDS,XIRECS,10008,7
673600,,,TOMATOES,XIRECS,4959,4
674600,,,EMERALDS,XIRECS,9992,5
674700,,,TOMATOES,XIRECS,4959,3
680100,,,EMERALDS,XIRECS,9992,8
681100,,,EMERALDS,XIRECS,9992,8
681400,,,EMERALDS,XIRECS,9992,5
682700,,,TOMATOES,XIRECS,4971,2
686600,,,TOMATOES,XIRECS,4960,4
687200,,,TOMATOES,XIRECS,4958,2
690700,,,TOMATOES,XIRECS,4967,2
690800,,,EMERALDS,XIRECS,9992,3
697100,,,TOMATOES,XIRECS,4955,5
699400,,,EMERALDS,XIRECS,10008,6
705800,,,EMERALDS,XIRECS,10008,3
706000,,,TOMATOES,XIRECS,4950,4
708700,,,TOMATOES,XIRECS,4948,5
709800,,,TOMATOES,XIRECS,4948,3
710900,,,EMERALDS,XIRECS,9992,6
712800,,,TOMATOES,XIRECS,4948,4
713600,,,EMERALDS,XIRECS,10008,3
714900,,,TOMATOES,XIRECS,4960,5
715500,,,TOMATOES,XIRECS,4960,2
718300,,,TOMATOES,XIRECS,4947,2
718500,,,TOMATOES,XIRECS,4946,3
719500,,,TOMATOES,XIRECS,4959,3
720800,,,TOMATOES,XIRECS,4945,2
721100,,,TOMATOES,XIRECS,4946,3
722000,,,TOMATOES,XIRECS,4958,2
722200,,,EMERALDS,XIRECS,10008,4
722400,,,TOMATOES,XIRECS,4959,4
724900,,,TOMATOES,XIRECS,4958,5
726500,,,TOMATOES,XIRECS,4947,3
727400,,,EMERALDS,XIRECS,10008,5
732600,,,EMERALDS,XIRECS,10008,7
733000,,,TOMATOES,XIRECS,4943,3
733900,,,TOMATOES,XIRECS,4945,5
734000,,,TOMATOES,XIRECS,4944,2
735100,,,TOMATOES,XIRECS,4945,4
735900,,,TOMATOES,XIRECS,4961,4
736200,,,TOMATOES,XIRECS,4947,2
738100,,,EMERALDS,XIRECS,10000,5
738700,,,EMERALDS,XIRECS,10008,5
741500,,,TOMATOES,XIRECS,4968,4
744500,,,EMERALDS,XIRECS,9992,4
747700,,,TOMATOES,XIRECS,4955,3
748500,,,TOMATOES,XIRECS,4967,5
748600,,,EMERALDS,XIRECS,10008,6
750100,,,TOMATOES,XIRECS,4966,3
750500,,,TOMATOES,XIRECS,4953,3
751800,,,EMERALDS,XIRECS,10008,3
751800,,,TOMATOES,XIRECS,4970,4
752200,,,TOMATOES,XIRECS,4970,3
753700,,,EMERALDS,XIRECS,10008,3
756500,,,EMERALDS,XIRECS,10008,5
757300,,,EMERALDS,XIRECS,10008,6
757900,,,TOMATOES,XIRECS,4976,2
758600,,,TOMATOES,XIRECS,4962,2
759900,,,EMERALDS,XIRECS,9992,4
760100,,,EMERALDS,XIRECS,10008,8
762200,,,TOMATOES,XIRECS,4964,5
762400,,,EMERALDS,XIRECS,10008,7
762500,,,TOMATOES,XIRECS,4976,4
764200,,,EMERALDS,XIRECS,10008,8
767200,,,TOMATOES,XIRECS,4969,3
768100,,,TOMATOES,XIRECS,4956,3
768500,,,TOMATOES,XIRECS,4968,2
768800,,,TOMATOES,XIRECS,4953,4
774400,,,TOMATOES,XIRECS,4968,3
778700,,,TOMATOES,XIRECS,4966,2
779100,,,TOMATOES,XIRECS,4964,4
780500,,,TOMATOES,XIRECS,4966,3
781400,,,EMERALDS,XIRECS,9992,6
782800,,,TOMATOES,XIRECS,4953,3
785400,,,TOMATOES,XIRECS,4963,2
785800,,,EMERALDS,XIRECS,9992,6
789300,,,TOMATOES,XIRECS,4967,5
791600,,,TOMATOES,XIRECS,4949,3
792000,,,TOMATOES,XIRECS,4949,3
792200,,,EMERALDS,XIRECS,9992,4
792400,,,TOMATOES,XIRECS,4950,5
792800,,,TOMATOES,XIRECS,4964,3
795800,,,TOMATOES,XIRECS,4951,4
798200,,,TOMATOES,XIRECS,4954,5
800600,,,EMERALDS,XIRECS,10008,5
803500,,,TOMATOES,XIRECS,4967,4
804100,,,TOMATOES,XIRECS,4962,5
805400,,,TOMATOES,XIRECS,4954,5
807500,,,TOMATOES,XIRECS,4957,4
809700,,,TOMATOES,XIRECS,4958,4
809800,,,TOMATOES,XIRECS,4972,3
810900,,,EMERALDS,XIRECS,9992,8
815200,,,EMERALDS,XIRECS,9992,3
816000,,,TOMATOES,XIRECS,4974,2
816300,,,TOMATOES,XIRECS,4975,2
816400,,,TOMATOES,XIRECS,4976,3
816600,,,TOMATOES,XIRECS,4975,2
817300,,,EMERALDS,XIRECS,9992,6
817900,,,TOMATOES,XIRECS,4959,3
818400,,,TOMATOES,XIRECS,4957,2
822000,,,EMERALDS,XIRECS,9992,3
826000,,,TOMATOES,XIRECS,4967,2
827400,,,TOMATOES,XIRECS,4968,2
828100,,,EMERALDS,XIRECS,10008,7
829700,,,TOMATOES,XIRECS,4969,2
830800,,,TOMATOES,XIRECS,4952,2
830900,,,TOMATOES,XIRECS,4952,4
831900,,,TOMATOES,XIRECS,4952,5
832300,,,EMERALDS,XIRECS,10008,3
832400,,,TOMATOES,XIRECS,4952,3
834800,,,EMERALDS,XIRECS,9992,7
840800,,,TOMATOES,XIRECS,4967,2
842700,,,EMERALDS,XIRECS,10008,6
846500,,,TOMATOES,XIRECS,4954,2
847600,,,TOMATOES,XIRECS,4957,5
848100,,,EMERALDS,XIRECS,10008,8
848400,,,TOMATOES,XIRECS,4967,3
850100,,,EMERALDS,XIRECS,9992,5
854500,,,TOMATOES,XIRECS,4964,3
858300,,,TOMATOES,XIRECS,4951,5
858700,,,TOMATOES,XIRECS,4948,4
861100,,,TOMATOES,XIRECS,4961,2
862500,,,TOMATOES,XIRECS,4963,5
862700,,,EMERALDS,XIRECS,10008,6
863700,,,EMERALDS,XIRECS,9992,6
864500,,,EMERALDS,XIRECS,9992,7
864600,,,EMERALDS,XIRECS,10008,5
865700,,,TOMATOES,XIRECS,4967,5
866200,,,TOMATOES,XIRECS,4953,2
868100,,,TOMATOES,XIRECS,4964,4
869800,,,TOMATOES,XIRECS,4949,3
870700,,,EMERALDS,XIRECS,10008,5
874400,,,TOMATOES,XIRECS,4951,3
875500,,,TOMATOES,XIRECS,4955,5
875800,,,EMERALDS,XIRECS,10008,6
877100,,,TOMATOES,XIRECS,4957,4
881200,,,EMERALDS,XIRECS,9992,8
881400,,,EMERALDS,XIRECS,9992,7
883400,,,EMERALDS,XIRECS,10008,5
885900,,,EMERALDS,XIRECS,9992,4
885900,,,TOMATOES,XIRECS,4977,4
886500,,,TOMATOES,XIRECS,4980,3
886900,,,TOMATOES,XIRECS,4968,4
890500,,,TOMATOES,XIRECS,4971,4
893100,,,TOMATOES,XIRECS,4963,2
894400,,,EMERALDS,XIRECS,10008,4
899100,,,TOMATOES,XIRECS,4959,3
900100,,,TOMATOES,XIRECS,4972,4
900200,,,EMERALDS,XIRECS,10008,8
900300,,,TOMATOES,XIRECS,4958,2
900900,,,TOMATOES,XIRECS,4955,3
904500,,,EMERALDS,XIRECS,9992,3
905000,,,EMERALDS,XIRECS,10008,7
905600,,,EMERALDS,XIRECS,10008,5
908200,,,TOMATOES,XIRECS,4962,4
909100,,,EMERALDS,XIRECS,9992,6
909200,,,TOMATOES,XIRECS,4977,2
909400,,,EMERALDS,XIRECS,9992,4
911100,,,TOMATOES,XIRECS,4977,3
911500,,,TOMATOES,XIRECS,4964,2
912500,,,TOMATOES,XIRECS,4976,4
913800,,,TOMATOES,XIRECS,4962,5
914300,,,TOMATOES,XIRECS,4974,2
915100,,,EMERALDS,XIRECS,9992,3
920000,,,TOMATOES,XIRECS,4957,4
924600,,,EMERALDS,XIRECS,10008,4
925200,,,TOMATOES,XIRECS,4968,3
925500,,,TOMATOES,XIRECS,4967,2
925800,,,TOMATOES,XIRECS,4954,2
926600,,,TOMATOES,XIRECS,4968,3
928700,,,EMERALDS,XIRECS,10008,5
929200,,,TOMATOES,XIRECS,4970,4
931900,,,EMERALDS,XIRECS,10008,3
933700,,,TOMATOES,XIRECS,4967,5
935000,,,TOMATOES,XIRECS,4968,2
938200,,,TOMATOES,XIRECS,4972,5
940100,,,EMERALDS,XIRECS,10008,4
940200,,,TOMATOES,XIRECS,4972,5
940300,,,TOMATOES,XIRECS,4959,2
